IDCODE,EXPERIMENT TYPE
6IGZ,ELECTRON MICROSCOPY
6IH0,X-RAY DIFFRACTION
6IH1,X-RAY DIFFRACTION
6IH2,X-RAY DIFFRACTION
6IH3,X-RAY DIFFRACTION
6IH4,X-RAY DIFFRACTION
6IH5,X-RAY DIFFRACTION
6IH6,X-RAY DIFFRACTION
6IH7,X-RAY DIFFRACTION
6IH8,X-RAY DIFFRACTION
6IH9,ELECTRON MICROSCOPY
6IHA,SOLUTION NMR
6IHB,ELECTRON MICROSCOPY
6IHC,X-RAY DIFFRACTION
6IHD,X-RAY DIFFRACTION
6IHE,X-RAY DIFFRACTION
6IHG,X-RAY DIFFRACTION
6IHH,X-RAY DIFFRACTION
6IHI,X-RAY DIFFRACTION
6IHJ,X-RAY DIFFRACTION
6IHK,X-RAY DIFFRACTION
6IHL,X-RAY DIFFRACTION
6IHR,X-RAY DIFFRACTION
6IHS,X-RAY DIFFRACTION
6IHT,X-RAY DIFFRACTION
6IHU,X-RAY DIFFRACTION
6IHV,X-RAY DIFFRACTION
6IHW,X-RAY DIFFRACTION
6IHX,X-RAY DIFFRACTION
6II0,X-RAY DIFFRACTION
6II1,X-RAY DIFFRACTION
6II2,X-RAY DIFFRACTION
6II4,X-RAY DIFFRACTION
6II6,X-RAY DIFFRACTION
6II7,X-RAY DIFFRACTION
6II8,X-RAY DIFFRACTION
6II9,X-RAY DIFFRACTION
6IIA,X-RAY DIFFRACTION
6IIC,ELECTRON MICROSCOPY
6IID,X-RAY DIFFRACTION
6IIE,X-RAY DIFFRACTION
6IIG,X-RAY DIFFRACTION
6IIH,X-RAY DIFFRACTION
6III,X-RAY DIFFRACTION
6IIJ,ELECTRON MICROSCOPY
6IIK,X-RAY DIFFRACTION
6IIL,X-RAY DIFFRACTION
6IIM,X-RAY DIFFRACTION
6IIN,X-RAY DIFFRACTION
6IIO,ELECTRON MICROSCOPY
6IIP,X-RAY DIFFRACTION
6IIQ,X-RAY DIFFRACTION
6IIR,X-RAY DIFFRACTION
6IIS,X-RAY DIFFRACTION
6IIT,X-RAY DIFFRACTION
6IIU,X-RAY DIFFRACTION
6IIV,X-RAY DIFFRACTION
6IIW,X-RAY DIFFRACTION
6IIX,X-RAY DIFFRACTION
6IIY,X-RAY DIFFRACTION
6IJ1,X-RAY DIFFRACTION
6IJ2,X-RAY DIFFRACTION
6IJ3,X-RAY DIFFRACTION
6IJ4,X-RAY DIFFRACTION
6IJ5,X-RAY DIFFRACTION
6IJ6,X-RAY DIFFRACTION
6IJ7,X-RAY DIFFRACTION
6IJ9,X-RAY DIFFRACTION
6IJA,X-RAY DIFFRACTION
6IJB,X-RAY DIFFRACTION
6IJC,X-RAY DIFFRACTION
6IJD,X-RAY DIFFRACTION
6IJE,X-RAY DIFFRACTION
6IJF,X-RAY DIFFRACTION
6IJH,X-RAY DIFFRACTION
6IJI,X-RAY DIFFRACTION
6IJJ,ELECTRON MICROSCOPY
6IJK,X-RAY DIFFRACTION
6IJL,X-RAY DIFFRACTION
6IJM,X-RAY DIFFRACTION
6IJN,X-RAY DIFFRACTION
6IJO,ELECTRON MICROSCOPY
6IJP,X-RAY DIFFRACTION
6IJQ,SOLUTION NMR
6IJR,X-RAY DIFFRACTION
6IJS,X-RAY DIFFRACTION
6IJT,X-RAY DIFFRACTION
6IJU,X-RAY DIFFRACTION
6IJV,SOLUTION NMR
6IJW,SOLUTION NMR
6IJX,X-RAY DIFFRACTION
6IJY,X-RAY DIFFRACTION
6IJZ,ELECTRON MICROSCOPY
6IK4,X-RAY DIFFRACTION
6IK5,X-RAY DIFFRACTION
6IK6,X-RAY DIFFRACTION
6IK7,X-RAY DIFFRACTION
6IK8,X-RAY DIFFRACTION
6IK9,X-RAY DIFFRACTION
6IKA,X-RAY DIFFRACTION
6IKG,X-RAY DIFFRACTION
6IKI,X-RAY DIFFRACTION
6IKJ,X-RAY DIFFRACTION
6IKK,X-RAY DIFFRACTION
6IKM,X-RAY DIFFRACTION
6IKN,X-RAY DIFFRACTION
6IKO,X-RAY DIFFRACTION
6IKT,X-RAY DIFFRACTION
6IKX,X-RAY DIFFRACTION
6IKY,X-RAY DIFFRACTION
6IKZ,X-RAY DIFFRACTION
6IL0,X-RAY DIFFRACTION
6IL2,X-RAY DIFFRACTION
6IL3,X-RAY DIFFRACTION
6IL7,X-RAY DIFFRACTION
6IL9,X-RAY DIFFRACTION
6ILA,X-RAY DIFFRACTION
6ILB,X-RAY DIFFRACTION
6ILC,X-RAY DIFFRACTION
6ILD,X-RAY DIFFRACTION
6ILE,X-RAY DIFFRACTION
6ILF,X-RAY DIFFRACTION
6ILG,X-RAY DIFFRACTION
6ILH,X-RAY DIFFRACTION
6ILI,X-RAY DIFFRACTION
6ILJ,ELECTRON MICROSCOPY
6ILK,ELECTRON MICROSCOPY
6ILL,ELECTRON MICROSCOPY
6ILM,ELECTRON MICROSCOPY
6ILN,ELECTRON MICROSCOPY
6ILO,ELECTRON MICROSCOPY
6ILP,ELECTRON MICROSCOPY
6ILQ,X-RAY DIFFRACTION
6ILR,X-RAY DIFFRACTION
6ILS,X-RAY DIFFRACTION
6ILT,X-RAY DIFFRACTION
6ILU,X-RAY DIFFRACTION
6ILW,X-RAY DIFFRACTION
6ILX,X-RAY DIFFRACTION
6ILZ,X-RAY DIFFRACTION
6IM0,X-RAY DIFFRACTION
6IM1,X-RAY DIFFRACTION
6IM3,X-RAY DIFFRACTION
6IM4,X-RAY DIFFRACTION
6IM5,X-RAY DIFFRACTION
6IM6,X-RAY DIFFRACTION
6IM7,X-RAY DIFFRACTION
6IM8,X-RAY DIFFRACTION
6IM9,X-RAY DIFFRACTION
6IMA,X-RAY DIFFRACTION
6IMB,X-RAY DIFFRACTION
6IMC,X-RAY DIFFRACTION
6IMD,X-RAY DIFFRACTION
6IME,X-RAY DIFFRACTION
6IMF,X-RAY DIFFRACTION
6IMG,SOLUTION NMR
6IMH,SOLUTION NMR
6IMI,X-RAY DIFFRACTION
6IMJ,X-RAY DIFFRACTION
6IMK,X-RAY DIFFRACTION
6IML,X-RAY DIFFRACTION
6IMM,ELECTRON MICROSCOPY
6IMN,X-RAY DIFFRACTION
6IMO,X-RAY DIFFRACTION
6IMP,X-RAY DIFFRACTION
6IMQ,X-RAY DIFFRACTION
6IMR,X-RAY DIFFRACTION
6IMS,SOLUTION NMR
6IMT,X-RAY DIFFRACTION
6IMU,X-RAY DIFFRACTION
6IMV,X-RAY DIFFRACTION
6IMW,X-RAY DIFFRACTION
6IMX,X-RAY DIFFRACTION
6IMY,X-RAY DIFFRACTION
6IMZ,X-RAY DIFFRACTION
6IN0,X-RAY DIFFRACTION
6IN1,X-RAY DIFFRACTION
6IN2,X-RAY DIFFRACTION
6IN3,X-RAY DIFFRACTION
6IN4,X-RAY DIFFRACTION
6IN5,X-RAY DIFFRACTION
6IN7,X-RAY DIFFRACTION
6IN8,X-RAY DIFFRACTION
6IN9,X-RAY DIFFRACTION
6INB,X-RAY DIFFRACTION
6INC,X-RAY DIFFRACTION
6IND,X-RAY DIFFRACTION
6INE,X-RAY DIFFRACTION
6INF,X-RAY DIFFRACTION
6ING,X-RAY DIFFRACTION
6INH,X-RAY DIFFRACTION
6INI,X-RAY DIFFRACTION
6INK,X-RAY DIFFRACTION
6INL,X-RAY DIFFRACTION
6INM,X-RAY DIFFRACTION
6INN,X-RAY DIFFRACTION
6INO,X-RAY DIFFRACTION
6INQ,ELECTRON MICROSCOPY
6INR,X-RAY DIFFRACTION
6INS,X-RAY DIFFRACTION
6INT,X-RAY DIFFRACTION
6INU,X-RAY DIFFRACTION
6INV,X-RAY DIFFRACTION
6INW,X-RAY DIFFRACTION
6INX,X-RAY DIFFRACTION
6INY,X-RAY DIFFRACTION
6INZ,X-RAY DIFFRACTION
6IO0,X-RAY DIFFRACTION
6IO1,X-RAY DIFFRACTION
6IO4,X-RAY DIFFRACTION
6IO6,X-RAY DIFFRACTION
6IO9,X-RAY DIFFRACTION
6IOA,X-RAY DIFFRACTION
6IOB,X-RAY DIFFRACTION
6IOC,X-RAY DIFFRACTION
6IOD,X-RAY DIFFRACTION
6IOE,X-RAY DIFFRACTION
6IOG,X-RAY DIFFRACTION
6IOH,X-RAY DIFFRACTION
6IOI,X-RAY DIFFRACTION
6IOJ,X-RAY DIFFRACTION
6IOK,ELECTRON MICROSCOPY
6IOL,ELECTRON MICROSCOPY
6IOM,X-RAY DIFFRACTION
6ION,X-RAY DIFFRACTION
6IOP,X-RAY DIFFRACTION
6IOQ,X-RAY DIFFRACTION
6IOR,X-RAY DIFFRACTION
6IOS,X-RAY DIFFRACTION
6IOT,X-RAY DIFFRACTION
6IOU,X-RAY DIFFRACTION
6IOV,X-RAY DIFFRACTION
6IOW,X-RAY DIFFRACTION
6IOX,X-RAY DIFFRACTION
6IOY,X-RAY DIFFRACTION
6IOZ,X-RAY DIFFRACTION
6IP0,X-RAY DIFFRACTION
6IP1,ELECTRON MICROSCOPY
6IP2,ELECTRON MICROSCOPY
6IP3,X-RAY DIFFRACTION
6IP4,X-RAY DIFFRACTION
6IP5,ELECTRON MICROSCOPY
6IP6,ELECTRON MICROSCOPY
6IP7,X-RAY DIFFRACTION
6IP8,ELECTRON MICROSCOPY
6IP9,X-RAY DIFFRACTION
6IPA,X-RAY DIFFRACTION
6IPB,X-RAY DIFFRACTION
6IPC,X-RAY DIFFRACTION
6IPD,X-RAY DIFFRACTION
6IPE,X-RAY DIFFRACTION
6IPF,X-RAY DIFFRACTION
6IPG,X-RAY DIFFRACTION
6IPH,X-RAY DIFFRACTION
6IPI,X-RAY DIFFRACTION
6IPJ,X-RAY DIFFRACTION
6IPK,X-RAY DIFFRACTION
6IPL,X-RAY DIFFRACTION
6IPM,X-RAY DIFFRACTION
6IPN,X-RAY DIFFRACTION
6IPO,X-RAY DIFFRACTION
6IPP,X-RAY DIFFRACTION
6IPQ,X-RAY DIFFRACTION
6IPT,X-RAY DIFFRACTION
6IPU,X-RAY DIFFRACTION
6IPV,X-RAY DIFFRACTION
6IPW,X-RAY DIFFRACTION
6IPX,X-RAY DIFFRACTION
6IPY,X-RAY DIFFRACTION
6IPZ,X-RAY DIFFRACTION
6IQ1,X-RAY DIFFRACTION
6IQ4,X-RAY DIFFRACTION
6IQ5,X-RAY DIFFRACTION
6IQ6,X-RAY DIFFRACTION
6IQC,X-RAY DIFFRACTION
6IQD,X-RAY DIFFRACTION
6IQE,X-RAY DIFFRACTION
6IQF,X-RAY DIFFRACTION
6IQG,X-RAY DIFFRACTION
6IQH,X-RAY DIFFRACTION
6IQI,X-RAY DIFFRACTION
6IQJ,X-RAY DIFFRACTION
6IQK,X-RAY DIFFRACTION
6IQL,X-RAY DIFFRACTION
6IQM,X-RAY DIFFRACTION
6IQN,X-RAY DIFFRACTION
6IQO,X-RAY DIFFRACTION
6IQQ,X-RAY DIFFRACTION
6IQR,X-RAY DIFFRACTION
6IQS,X-RAY DIFFRACTION
6IQT,X-RAY DIFFRACTION
6IQU,X-RAY DIFFRACTION
6IQV,X-RAY DIFFRACTION
6IQW,ELECTRON MICROSCOPY
6IQX,X-RAY DIFFRACTION
6IQY,X-RAY DIFFRACTION
6IQZ,X-RAY DIFFRACTION
6IR0,SOLUTION NMR
6IR1,X-RAY DIFFRACTION
6IR2,X-RAY DIFFRACTION
6IR4,X-RAY DIFFRACTION
6IR5,X-RAY DIFFRACTION
6IR6,X-RAY DIFFRACTION
6IR7,X-RAY DIFFRACTION
6IR8,X-RAY DIFFRACTION
6IR9,ELECTRON MICROSCOPY
6IRA,ELECTRON MICROSCOPY
6IRB,X-RAY DIFFRACTION
6IRC,X-RAY DIFFRACTION
6IRD,X-RAY DIFFRACTION
6IRE,X-RAY DIFFRACTION
6IRF,ELECTRON MICROSCOPY
6IRG,ELECTRON MICROSCOPY
6IRH,ELECTRON MICROSCOPY
6IRI,X-RAY DIFFRACTION
6IRJ,X-RAY DIFFRACTION
6IRK,X-RAY DIFFRACTION
6IRL,X-RAY DIFFRACTION
6IRO,ELECTRON MICROSCOPY
6IRP,X-RAY DIFFRACTION
6IRQ,X-RAY DIFFRACTION
6IRR,SOLUTION NMR
6IRS,ELECTRON MICROSCOPY
6IRT,ELECTRON MICROSCOPY
6IRU,X-RAY DIFFRACTION
6IRV,X-RAY DIFFRACTION
6IRW,X-RAY DIFFRACTION
6IRX,X-RAY DIFFRACTION
6IRY,X-RAY DIFFRACTION
6IRZ,X-RAY DIFFRACTION
6IS0,X-RAY DIFFRACTION
6IS1,X-RAY DIFFRACTION
6IS2,X-RAY DIFFRACTION
6IS3,X-RAY DIFFRACTION
6IS4,X-RAY DIFFRACTION
6IS5,X-RAY DIFFRACTION
6IS6,X-RAY DIFFRACTION
6IS7,X-RAY DIFFRACTION
6IS8,X-RAY DIFFRACTION
6IS9,X-RAY DIFFRACTION
6ISA,X-RAY DIFFRACTION
6ISB,X-RAY DIFFRACTION
6ISC,X-RAY DIFFRACTION
6ISD,X-RAY DIFFRACTION
6ISE,X-RAY DIFFRACTION
6ISF,X-RAY DIFFRACTION
6ISG,X-RAY DIFFRACTION
6ISH,X-RAY DIFFRACTION
6ISI,X-RAY DIFFRACTION
6ISJ,X-RAY DIFFRACTION
6ISK,X-RAY DIFFRACTION
6ISL,X-RAY DIFFRACTION
6ISM,X-RAY DIFFRACTION
6ISN,X-RAY DIFFRACTION
6ISO,X-RAY DIFFRACTION
6ISP,X-RAY DIFFRACTION
6ISQ,X-RAY DIFFRACTION
6ISR,X-RAY DIFFRACTION
6ISS,X-RAY DIFFRACTION
6IST,X-RAY DIFFRACTION
6ISU,X-RAY DIFFRACTION
6ISV,X-RAY DIFFRACTION
6ISW,X-RAY DIFFRACTION
6ITA,X-RAY DIFFRACTION
6ITB,ELECTRON MICROSCOPY
6ITC,ELECTRON MICROSCOPY
6ITD,X-RAY DIFFRACTION
6ITE,X-RAY DIFFRACTION
6ITF,ELECTRON MICROSCOPY
6ITG,X-RAY DIFFRACTION
6ITH,SOLUTION NMR
6ITJ,X-RAY DIFFRACTION
6ITK,X-RAY DIFFRACTION
6ITL,X-RAY DIFFRACTION
6ITM,X-RAY DIFFRACTION
6ITO,X-RAY DIFFRACTION
6ITP,X-RAY DIFFRACTION
6ITQ,X-RAY DIFFRACTION
6ITS,X-RAY DIFFRACTION
6ITT,X-RAY DIFFRACTION
6ITU,X-RAY DIFFRACTION
6ITV,X-RAY DIFFRACTION
6ITW,X-RAY DIFFRACTION
6ITX,X-RAY DIFFRACTION
6ITY,X-RAY DIFFRACTION
6ITZ,X-RAY DIFFRACTION
6IU0,X-RAY DIFFRACTION
6IU1,X-RAY DIFFRACTION
6IU3,X-RAY DIFFRACTION
6IU4,X-RAY DIFFRACTION
6IU5,X-RAY DIFFRACTION
6IU6,X-RAY DIFFRACTION
6IU7,X-RAY DIFFRACTION
6IU8,X-RAY DIFFRACTION
6IU9,X-RAY DIFFRACTION
6IUA,X-RAY DIFFRACTION
6IUB,X-RAY DIFFRACTION
6IUC,X-RAY DIFFRACTION
6IUD,X-RAY DIFFRACTION
6IUE,X-RAY DIFFRACTION
6IUF,X-RAY DIFFRACTION
6IUG,ELECTRON MICROSCOPY
6IUH,X-RAY DIFFRACTION
6IUI,X-RAY DIFFRACTION
6IUJ,X-RAY DIFFRACTION
6IUK,ELECTRON MICROSCOPY
6IUL,X-RAY DIFFRACTION
6IUM,X-RAY DIFFRACTION
6IUN,X-RAY DIFFRACTION
6IUO,X-RAY DIFFRACTION
6IUP,X-RAY DIFFRACTION
6IUQ,X-RAY DIFFRACTION
6IUR,X-RAY DIFFRACTION
6IUS,X-RAY DIFFRACTION
6IUT,X-RAY DIFFRACTION
6IUV,X-RAY DIFFRACTION
6IUX,X-RAY DIFFRACTION
6IUY,X-RAY DIFFRACTION
6IV0,X-RAY DIFFRACTION
6IV1,X-RAY DIFFRACTION
6IV2,X-RAY DIFFRACTION
6IV3,X-RAY DIFFRACTION
6IV4,X-RAY DIFFRACTION
6IV5,X-RAY DIFFRACTION
6IV6,ELECTRON MICROSCOPY
6IV7,X-RAY DIFFRACTION
6IV8,X-RAY DIFFRACTION
6IV9,X-RAY DIFFRACTION
6IVA,X-RAY DIFFRACTION
6IVC,X-RAY DIFFRACTION
6IVD,X-RAY DIFFRACTION
6IVE,X-RAY DIFFRACTION
6IVH,X-RAY DIFFRACTION
6IVJ,X-RAY DIFFRACTION
6IVK,X-RAY DIFFRACTION
6IVL,X-RAY DIFFRACTION
6IVM,X-RAY DIFFRACTION
6IVN,X-RAY DIFFRACTION
6IVO,X-RAY DIFFRACTION
6IVP,X-RAY DIFFRACTION
6IVQ,X-RAY DIFFRACTION
6IVR,X-RAY DIFFRACTION
6IVS,SOLUTION NMR
6IVU,SOLUTION NMR
6IVV,X-RAY DIFFRACTION
6IVW,X-RAY DIFFRACTION
6IVX,X-RAY DIFFRACTION
6IVY,X-RAY DIFFRACTION
6IVZ,X-RAY DIFFRACTION
6IW0,X-RAY DIFFRACTION
6IW1,X-RAY DIFFRACTION
6IW2,X-RAY DIFFRACTION
6IW3,X-RAY DIFFRACTION
6IW4,X-RAY DIFFRACTION
6IW5,X-RAY DIFFRACTION
6IW6,X-RAY DIFFRACTION
6IW7,X-RAY DIFFRACTION
6IW8,X-RAY DIFFRACTION
6IWA,X-RAY DIFFRACTION
6IWB,X-RAY DIFFRACTION
6IWD,X-RAY DIFFRACTION
6IWE,X-RAY DIFFRACTION
6IWF,X-RAY DIFFRACTION
6IWG,X-RAY DIFFRACTION
6IWH,X-RAY DIFFRACTION
6IWI,X-RAY DIFFRACTION
6IWJ,SOLUTION NMR
6IWK,X-RAY DIFFRACTION
6IWL,X-RAY DIFFRACTION
6IWM,X-RAY DIFFRACTION
6IWN,X-RAY DIFFRACTION
6IWO,X-RAY DIFFRACTION
6IWP,X-RAY DIFFRACTION
6IWQ,X-RAY DIFFRACTION
6IWR,X-RAY DIFFRACTION
6IWS,SOLUTION NMR
6IWT,X-RAY DIFFRACTION
6IWV,X-RAY DIFFRACTION
6IWW,ELECTRON MICROSCOPY
6IWY,X-RAY DIFFRACTION
6IX1,X-RAY DIFFRACTION
6IX2,X-RAY DIFFRACTION
6IX3,X-RAY DIFFRACTION
6IX4,X-RAY DIFFRACTION
6IX5,X-RAY DIFFRACTION
6IX6,X-RAY DIFFRACTION
6IX7,X-RAY DIFFRACTION
6IX8,X-RAY DIFFRACTION
6IX9,X-RAY DIFFRACTION
6IXD,X-RAY DIFFRACTION
6IXE,X-RAY DIFFRACTION
6IXF,X-RAY DIFFRACTION
6IXG,X-RAY DIFFRACTION
6IXH,ELECTRON MICROSCOPY
6IXI,X-RAY DIFFRACTION
6IXJ,X-RAY DIFFRACTION
6IXK,X-RAY DIFFRACTION
6IXL,X-RAY DIFFRACTION
6IXM,X-RAY DIFFRACTION
6IXN,X-RAY DIFFRACTION
6IXO,X-RAY DIFFRACTION
6IXP,X-RAY DIFFRACTION
6IXQ,X-RAY DIFFRACTION
6IXR,X-RAY DIFFRACTION
6IXT,X-RAY DIFFRACTION
6IXV,X-RAY DIFFRACTION
6IXW,X-RAY DIFFRACTION
6IXX,X-RAY DIFFRACTION
6IXY,X-RAY DIFFRACTION
6IXZ,X-RAY DIFFRACTION
6IY0,X-RAY DIFFRACTION
6IY1,X-RAY DIFFRACTION
6IY2,ELECTRON MICROSCOPY
6IY3,ELECTRON MICROSCOPY
6IY4,X-RAY DIFFRACTION
6IY5,SOLUTION NMR
6IY6,X-RAY DIFFRACTION
6IY7,ELECTRON MICROSCOPY
6IY8,X-RAY DIFFRACTION
6IY9,X-RAY DIFFRACTION
6IYA,X-RAY DIFFRACTION
6IYB,X-RAY DIFFRACTION
6IYC,ELECTRON MICROSCOPY
6IYE,X-RAY DIFFRACTION
6IYF,X-RAY DIFFRACTION
6IYG,X-RAY DIFFRACTION
6IYH,X-RAY DIFFRACTION
6IYI,X-RAY DIFFRACTION
6IYK,X-RAY DIFFRACTION
6IYL,X-RAY DIFFRACTION
6IYM,X-RAY DIFFRACTION
6IYN,SOLUTION NMR
6IYO,X-RAY DIFFRACTION
6IYQ,X-RAY DIFFRACTION
6IYR,X-RAY DIFFRACTION
6IYS,X-RAY DIFFRACTION
6IYT,X-RAY DIFFRACTION
6IYU,X-RAY DIFFRACTION
6IYV,X-RAY DIFFRACTION
6IYW,X-RAY DIFFRACTION
6IYX,X-RAY DIFFRACTION
6IYY,X-RAY DIFFRACTION
6IYZ,X-RAY DIFFRACTION
6IZ0,X-RAY DIFFRACTION
6IZ1,X-RAY DIFFRACTION
6IZ2,X-RAY DIFFRACTION
6IZ3,X-RAY DIFFRACTION
6IZ4,X-RAY DIFFRACTION
6IZ5,X-RAY DIFFRACTION
6IZ6,X-RAY DIFFRACTION
6IZ7,ELECTRON MICROSCOPY
6IZ8,X-RAY DIFFRACTION
6IZ9,X-RAY DIFFRACTION
6IZB,X-RAY DIFFRACTION
6IZC,X-RAY DIFFRACTION
6IZD,X-RAY DIFFRACTION
6IZE,X-RAY DIFFRACTION
6IZF,X-RAY DIFFRACTION
6IZG,SOLUTION NMR
6IZH,X-RAY DIFFRACTION
6IZI,ELECTRON MICROSCOPY
6IZJ,X-RAY DIFFRACTION
6IZK,X-RAY DIFFRACTION
6IZL,ELECTRON MICROSCOPY
6IZM,X-RAY DIFFRACTION
6IZN,X-RAY DIFFRACTION
6IZO,X-RAY DIFFRACTION
6IZP,SOLUTION NMR
6IZQ,X-RAY DIFFRACTION
6IZR,ELECTRON MICROSCOPY
6IZS,X-RAY DIFFRACTION
6IZT,X-RAY DIFFRACTION
6IZV,ELECTRON MICROSCOPY
6IZW,X-RAY DIFFRACTION
6IZX,X-RAY DIFFRACTION
6IZY,X-RAY DIFFRACTION
6IZZ,X-RAY DIFFRACTION
6J00,X-RAY DIFFRACTION
6J02,X-RAY DIFFRACTION
6J03,X-RAY DIFFRACTION
6J04,X-RAY DIFFRACTION
6J05,X-RAY DIFFRACTION
6J06,X-RAY DIFFRACTION
6J07,X-RAY DIFFRACTION
6J08,X-RAY DIFFRACTION
6J09,X-RAY DIFFRACTION
6J0A,ELECTRON MICROSCOPY
6J0B,ELECTRON MICROSCOPY
6J0C,ELECTRON MICROSCOPY
6J0D,X-RAY DIFFRACTION
6J0E,X-RAY DIFFRACTION
6J0F,ELECTRON MICROSCOPY
6J0G,X-RAY DIFFRACTION
6J0H,X-RAY DIFFRACTION
6J0I,X-RAY DIFFRACTION
6J0J,X-RAY DIFFRACTION
6J0K,X-RAY DIFFRACTION
6J0L,X-RAY DIFFRACTION
6J0M,ELECTRON MICROSCOPY
6J0N,ELECTRON MICROSCOPY
6J0O,X-RAY DIFFRACTION
6J0P,X-RAY DIFFRACTION
6J0Q,X-RAY DIFFRACTION
6J0T,X-RAY DIFFRACTION
6J0U,X-RAY DIFFRACTION
6J0V,X-RAY DIFFRACTION
6J0W,X-RAY DIFFRACTION
6J0X,X-RAY DIFFRACTION
6J0Y,X-RAY DIFFRACTION
6J0Z,X-RAY DIFFRACTION
6J10,X-RAY DIFFRACTION
6J11,X-RAY DIFFRACTION
6J12,SOLUTION NMR
6J13,X-RAY DIFFRACTION
6J14,X-RAY DIFFRACTION
6J15,X-RAY DIFFRACTION
6J17,X-RAY DIFFRACTION
6J18,X-RAY DIFFRACTION
6J19,X-RAY DIFFRACTION
6J1A,X-RAY DIFFRACTION
6J1B,X-RAY DIFFRACTION
6J1C,X-RAY DIFFRACTION
6J1E,X-RAY DIFFRACTION
6J1F,X-RAY DIFFRACTION
6J1G,X-RAY DIFFRACTION
6J1H,X-RAY DIFFRACTION
6J1I,X-RAY DIFFRACTION
6J1J,X-RAY DIFFRACTION
6J1K,X-RAY DIFFRACTION
6J1L,X-RAY DIFFRACTION
6J1M,X-RAY DIFFRACTION
6J1N,X-RAY DIFFRACTION
6J1O,X-RAY DIFFRACTION
6J1P,X-RAY DIFFRACTION
6J1Q,X-RAY DIFFRACTION
6J1R,X-RAY DIFFRACTION
6J1S,X-RAY DIFFRACTION
6J1T,X-RAY DIFFRACTION
6J1U,X-RAY DIFFRACTION
6J1V,X-RAY DIFFRACTION
6J1W,X-RAY DIFFRACTION
6J1X,X-RAY DIFFRACTION
6J1Y,X-RAY DIFFRACTION
6J1Z,X-RAY DIFFRACTION
6J20,X-RAY DIFFRACTION
6J21,X-RAY DIFFRACTION
6J22,X-RAY DIFFRACTION
6J23,X-RAY DIFFRACTION
6J24,X-RAY DIFFRACTION
6J25,X-RAY DIFFRACTION
6J26,X-RAY DIFFRACTION
6J27,X-RAY DIFFRACTION
6J28,X-RAY DIFFRACTION
6J29,X-RAY DIFFRACTION
6J2A,X-RAY DIFFRACTION
6J2B,X-RAY DIFFRACTION
6J2C,ELECTRON MICROSCOPY
6J2D,X-RAY DIFFRACTION
6J2E,X-RAY DIFFRACTION
6J2F,X-RAY DIFFRACTION
6J2G,X-RAY DIFFRACTION
6J2H,X-RAY DIFFRACTION
6J2I,X-RAY DIFFRACTION
6J2J,X-RAY DIFFRACTION
6J2K,X-RAY DIFFRACTION
6J2L,X-RAY DIFFRACTION
6J2M,X-RAY DIFFRACTION
6J2N,ELECTRON MICROSCOPY
6J2O,X-RAY DIFFRACTION
6J2P,X-RAY DIFFRACTION
6J2Q,ELECTRON MICROSCOPY
6J2R,X-RAY DIFFRACTION
6J2S,X-RAY DIFFRACTION
6J2U,X-RAY DIFFRACTION
6J2V,X-RAY DIFFRACTION
6J2W,SOLUTION NMR
6J2X,ELECTRON MICROSCOPY
6J2Y,SOLUTION NMR
6J2Z,X-RAY DIFFRACTION
6J30,ELECTRON MICROSCOPY
6J31,X-RAY DIFFRACTION
6J32,X-RAY DIFFRACTION
6J33,X-RAY DIFFRACTION
6J34,X-RAY DIFFRACTION
6J35,X-RAY DIFFRACTION
6J36,X-RAY DIFFRACTION
6J37,SOLUTION NMR
6J38,X-RAY DIFFRACTION
6J39,X-RAY DIFFRACTION
6J3A,X-RAY DIFFRACTION
6J3B,X-RAY DIFFRACTION
6J3C,X-RAY DIFFRACTION
6J3D,X-RAY DIFFRACTION
6J3E,X-RAY DIFFRACTION
6J3F,X-RAY DIFFRACTION
6J3G,X-RAY DIFFRACTION
6J3H,X-RAY DIFFRACTION
6J3I,X-RAY DIFFRACTION
6J3L,SOLUTION NMR
6J3M,X-RAY DIFFRACTION
6J3N,X-RAY DIFFRACTION
6J3O,X-RAY DIFFRACTION
6J3P,X-RAY DIFFRACTION
6J3Q,ELECTRON MICROSCOPY
6J3W,X-RAY DIFFRACTION
6J3X,X-RAY DIFFRACTION
6J3Y,ELECTRON MICROSCOPY
6J3Z,ELECTRON MICROSCOPY
6J40,ELECTRON MICROSCOPY
6J42,X-RAY DIFFRACTION
6J43,X-RAY DIFFRACTION
6J44,X-RAY DIFFRACTION
6J45,ELECTRON MICROSCOPY
6J46,X-RAY DIFFRACTION
6J47,X-RAY DIFFRACTION
6J48,X-RAY DIFFRACTION
6J49,X-RAY DIFFRACTION
6J4A,X-RAY DIFFRACTION
6J4B,X-RAY DIFFRACTION
6J4C,X-RAY DIFFRACTION
6J4D,X-RAY DIFFRACTION
6J4E,X-RAY DIFFRACTION
6J4F,X-RAY DIFFRACTION
6J4G,X-RAY DIFFRACTION
6J4H,X-RAY DIFFRACTION
6J4I,SOLUTION NMR
6J4J,X-RAY DIFFRACTION
6J4K,X-RAY DIFFRACTION
6J4M,X-RAY DIFFRACTION
6J4N,X-RAY DIFFRACTION
6J4O,X-RAY DIFFRACTION
6J4P,X-RAY DIFFRACTION
6J4Q,X-RAY DIFFRACTION
6J4R,X-RAY DIFFRACTION
6J4S,X-RAY DIFFRACTION
6J4T,X-RAY DIFFRACTION
6J4U,X-RAY DIFFRACTION
